ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,account_id,escalation_flag
T-cb9d4b,,2023-07-07 14:00:00,38.0,medium,144.0,4.0,,
T-475284,2024-04-13,2024-04-13 15:00:00,15.0,low,99.0,,,
T-411989,2024-10-27,2024-10-27 08:00:00,8.0,medium,148.0,4.0,,
T-863bcf,2024-05-28,2024-05-29 02:00:00,26.0,medium,163.0,4.0,,
T-866ebe,2023-06-05,2023-06-06 03:00:00,27.0,urgent,115.0,,,
T-e0c9bf,2023-01-10,2023-01-12 21:00:00,69.0,medium,,,,
T-458e24,2024-03-27,,20.0,medium,147.0,4.0,,
T-c8be02,2023-11-03,2023-11-05 01:00:00,49.0,,115.0,5.0,,
T-7f088c,2023-06-21,2023-06-23 23:00:00,71.0,low,175.0,4.0,,
T-4a0f02,2023-01-21,2023-01-23 03:00:00,51.0,urgent,61.0,,,
T-f3f1b8,2024-04-11,2024-04-13 22:00:00,70.0,low,122.0,,,
 T-79b057    ,2023-01-22,2023-01-23 03:00:00,27.0,low,66.0,4.0,,
T-11534a,2023-03-21,2023-03-23 17:00:00,65.0,low,110.0,5.0,,
,2024-12-01,2024-12-03 01:00:00,49.0,urgent,23.0,3.0,,
T-ad6a24,2024-12-18,2024-12-19 22:00:00,,urgent,43.0,,,
T-cbc17d,2024-09-30,2024-09-30 19:00:00,19.0,medium,62.0,,,
T-1d4920,2024-05-11,2024-05-11 09:00:00,9.0,low,,,,
T-ef0a78,2024-09-09,2024-09-10 14:00:00,38.0,medium,81.0,3.0,,
T-b369df,2024-08-13,2024-08-13 16:00:00,,low,125.0,3.0,,
T-29e9b8,2023-05-17,2023-05-17 07:00:00,7.0,low,166.0,5.0,,
T-96702f,2023-09-14,2023-09-16 20:00:00,68.0,high,176.0,5.0,,
T-9Df3B0,2023-01-23,2023-01-25 07:00:00,55.0,low,42.0,4.0,,
T-a39933,2023-01-31,2023-02-01 20:00:00,44.0,urgent,129.0,5.0,,
,2023-01-27,,33.0,,79.0,3.0,,
T-84717f,2024-11-12,2024-11-12 01:00:00,1.0,urgent,90.0,4.0,,
T-135f77,2024-12-02,2024-12-04 05:00:00,53.0,medium,146.0,5.0,,
T-41014e,2024-12-02,2024-12-04 13:00:00,61.0,high,40.0,,,
T-5c0331,2024-10-25,2024-10-26 23:00:00,47.0,high,47.0,,,
T-3ec096,2023-06-18,2023-06-20 11:00:00,59.0,high,32.0,3.0,,
T-251fda,2024-09-15,2024-09-15 01:00:00,1.0,low,123.0,,,
T-8d3d46,2024-09-02,2024-09-04 16:00:00,64.0,,131.0,,,
T-051e5b,2023-09-20,2023-09-20 11:00:00,,urgent,59.0,5.0,,
T-429CE6,2024-05-30,,7.0,high,55.0,3.0,,
T-3367b8,2023-07-17,2023-07-19 18:00:00,66.0,low,14.0,,,
T-1e3043,2024-02-19,2024-02-19 02:00:00,2.0,urgent,89.0,5.0,,
T-c0ce04,2024-08-30,2024-09-01 03:00:00,51.0,urgent,29.0,,,
,2024-03-01,2024-03-03 10:00:00,58.0,low,72.0,3.0,,
T-2b1a0a,2024-10-05,2024-10-05 13:00:00,,,35.0,4.0,,
T-5c9e4d,2024-12-16,2024-12-18 07:00:00,55.0,urgent,104.0,,,
T-af95b8,2023-11-30,2023-12-02 17:00:00,65.0,low,120.0,4.0,,
T-471c3e,2024-08-15,2024-08-16 17:00:00,41.0,high,89.0,4.0,,
 T-862ab3    ,2024-06-16,,59.0,medium,85.0,3.0,,
T-7b0fe1,2023-04-03,2023-04-04 16:00:00,40.0,low,176.0,,,
T-ac5eaa,2023-05-22,2023-05-23 12:00:00,36.0,urgent,144.0,,,
T-f27d8b,2023-09-30,2023-10-01 23:00:00,,urgent,113.0,,,
T-60706c,2024-10-02,2024-10-03 03:00:00,27.0,urgent,136.0,,,
,2023-10-21,2023-10-21 09:00:00,9.0,low,24.0,4.0,,
,2024-06-10,2024-06-11 12:00:00,36.0,low,98.0,3.0,,
T-Dfad13,2024-12-17, 2024-12-17 05:00:00    ,5.0,urgent,143.0,5.0,,
T-60c481,2024-07-29,2024-07-31 09:00:00,57.0,urgent,131.0,4.0,,
T-772cfe,2024-10-05,2024-10-06 21:00:00,45.0,high,87.0,5.0,,
T-187648,2024-10-27,2024-10-28 17:00:00,41.0,medium,51.0,,,
T-48f8ab,2023-07-20,2023-07-20 02:00:00,2.0,medium,107.0,,,
T-35ba6a,2024-03-03,2024-03-03 04:00:00,,urgent,139.0,3.0,,
T-5b9038,2024-07-16,2024-07-16 23:00:00,23.0,,7.0,3.0,,
T-690c29,2024-12-01,2024-12-03 23:00:00,,medium,77.0,5.0,,
T-3f754a,2024-09-25,2024-09-25 14:00:00,14.0,urgent,36.0,5.0,,
T-367563,2024-11-23,2024-11-23 05:00:00,5.0,,175.0,,,
T-0079ed,2023-06-13,2023-06-13 03:00:00,3.0,urgent,125.0,,,
T-69e92c,2023-09-27,2023-09-28 22:00:00,46.0,,114.0,3.0,,
T-e3d7af,2024-11-13,2024-11-15 06:00:00,54.0,low,157.0,,,
T-f708b2,2023-10-11,2023-10-11 11:00:00,11.0,low,177.0,3.0,,
T-b2b3fd,2024-03-19,2024-03-20 02:00:00,26.0,high,132.0,3.0,,
T-1dc468,2023-11-29,2023-11-29 20:00:00,20.0,urgent,14.0,5.0,,
T-b78a44,2023-09-27,2023-09-28 08:00:00,32.0,medium,103.0,4.0,,
T-194946,2023-08-10,2023-08-11 08:00:00,32.0,low,173.0,,,
T-cbfee6,2023-06-11,2023-06-13 04:00:00,52.0,high,173.0,,,
T-ea7839,2024-03-17,,24.0,low,58.0,3.0,,
T-32cb13,2023-06-14,2023-06-14 15:00:00,15.0,urgent,146.0,4.0,,
T-88d5fe,2024-01-14,2024-01-15 17:00:00,,urgent,59.0,,,
T-a80500,2023-01-16,2023-01-17 05:00:00,29.0,,,3.0,,
T-325ab2,2023-09-21,2023-09-22 19:00:00,,medium,71.0,,,
T-cfae4d,2023-01-27,2023-01-28 20:00:00,44.0,urgent,55.0,,,
 T-cc5da4    ,2023-08-07,2023-08-09 14:00:00,62.0,high,33.0,5.0,,
T-387b29,2024-04-20,,44.0,low,83.0,,,
T-86268f,2024-12-04,2024-12-06 12:00:00,,low,,3.0,,
T-ef99b1,2023-09-04,2023-09-06 20:00:00,68.0,low,117.0,5.0,,
T-89ae7a,2024-01-11,2024-01-14 00:00:00,72.0,high,107.0,5.0,,
T-7c37e5,2024-12-10,2024-12-11 23:00:00,47.0,urgent,104.0,,,
T-bd64bb,2023-04-25,2023-04-27 19:00:00,67.0,urgent,172.0,5.0,,
T-6deaa1,2023-06-30,2023-07-02 05:00:00,53.0,high,19.0,,,
T-1c52db,2023-01-04,2023-01-05 22:00:00,46.0,medium,90.0,,,
T-be05b0,2024-08-15,,29.0,,,,,
T-ffd35f,2023-10-15,2023-10-17 10:00:00,58.0,urgent,106.0,,,
,2024-03-15,2024-03-17 19:00:00,67.0,,88.0,4.0,,
T-742fdb,2024-11-17,2024-11-17 23:00:00,23.0,urgent,120.0,3.0,,
T-b45de1,2023-07-11,2023-07-11 11:00:00,,high,70.0,4.0,,
T-0c38ce,2024-11-30,2024-12-01 03:00:00,,urgent,79.0,,,
,2023-12-12,2023-12-12 12:00:00,12.0,urgent,46.0,4.0,,
,2024-04-18,2024-04-18 14:00:00,14.0,medium,149.0,3.0,,
T-2a5b2f,2024-07-03,2024-07-05 22:00:00,70.0,low,80.0,4.0,,
T-a7ce4a,2023-07-01,2023-07-01 19:00:00,19.0,high,124.0,,,
t-d6c9b1,2024-02-09, 2024-02-09 01:00:00    ,1.0,high,32.0,5.0,,
T-8206e8,2024-06-17,2024-06-18 14:00:00,38.0,low,86.0,,,
T-fd832d,2023-02-11,2023-02-11 04:00:00,4.0,low,107.0,,,
T-3c6a06,2024-02-03,2024-02-03 21:00:00,21.0,urgent,132.0,4.0,,
T-bdc427,2023-01-23,2023-01-25 18:00:00,,high,79.0,,,
T-d4a251,2023-01-10,2023-01-10 15:00:00,15.0,urgent,127.0,3.0,,
T-d57ae7,,2023-06-11 17:00:00,17.0,low,110.0,5.0,,
T-8a7eca,2023-10-24,2023-10-26 20:00:00,68.0,urgent,132.0,5.0,,
,2023-10-06,2023-10-08 04:00:00,52.0,high,139.0,,,
t-967ccc,2023-12-28,2023-12-30 02:00:00,,urgent,,4.0,,
T-5bd570,2023-06-10,2023-06-12 11:00:00,,low,95.0,,,
 T-9b7b66    ,2023-06-24,2023-06-24 21:00:00,21.0,high,77.0,5.0,,
T-4b2c43,2024-04-07,,47.0,medium,83.0,3.0,,
T-eeae26,2023-11-24,2023-11-26 12:00:00,60.0,low,,5.0,,
T-8ec963,2023-06-24,2023-06-25 19:00:00,43.0,high,133.0,3.0,,
T-c8d035,2024-10-29,2024-10-29 12:00:00,12.0,high,53.0,,,
T-686725,2024-03-23,2024-03-25 02:00:00,50.0,medium,78.0,,,
T-926c1c,2024-05-13,2024-05-14 12:00:00,36.0,medium,119.0,5.0,,
,2024-12-05,2024-12-05 22:00:00,22.0,high,27.0,5.0,,
T-6db04f,2023-07-06,2023-07-08 12:00:00,60.0,urgent,,,,
T-f0e463,2023-12-04,2023-12-06 22:00:00,,,75.0,5.0,,
T-d89dd4,2023-11-07,2023-11-08 17:00:00,41.0,urgent,64.0,5.0,,
T-Ad83Da,2023-10-18,2023-10-18 21:00:00,21.0,urgent,91.0,,,
T-c8c1c0,2023-07-28,2023-07-28 14:00:00,14.0,low,25.0,,,
T-8402a1,2023-04-25,2023-04-25 08:00:00,,low,122.0,,,
T-d5bbc8,2023-08-13,2023-08-13 11:00:00,11.0,medium,,,,
,2023-12-23,2023-12-25 06:00:00,54.0,urgent,118.0,5.0,,
T-fd84fa,2023-03-16,2023-03-17 06:00:00,30.0,medium,170.0,3.0,,
T-145a95,2023-03-01,2023-03-02 10:00:00,34.0,medium,144.0,5.0,,
T-80284C,2023-08-24,2023-08-26 02:00:00,50.0,urgent,64.0,3.0,,
T-0d0582,2024-02-13,2024-02-15 05:00:00,53.0,medium,5.0,,,
,2023-05-29,2023-05-30 23:00:00,47.0,urgent,40.0,3.0,,
,2024-08-14,2024-08-16 03:00:00,51.0,high,21.0,4.0,,
T-89db4e,2023-08-31,2023-09-02 15:00:00,63.0,medium,132.0,,,
T-787a34,2024-03-06,,12.0,,147.0,,,
T-c0b6ed,2024-07-27,2024-07-29 07:00:00,55.0,,30.0,3.0,,
T-50b851,2023-12-26,2023-12-28 00:00:00,48.0,low,42.0,4.0,,
T-c98c9f,2024-02-28,2024-02-28 20:00:00,20.0,medium,68.0,,,
T-b5f0d3,2023-10-02,2023-10-02 20:00:00,,high,,4.0,,
 T-699109    ,2024-05-14, 2024-05-15 10:00:00    ,34.0,urgent,54.0,,,
T-9bde67,2023-09-30,2023-10-02 11:00:00,59.0,high,59.0,4.0,,
T-fcedc6,2024-04-13,2024-04-14 13:00:00,37.0,high,33.0,4.0,,
T-f7d63c,2024-10-29,2024-10-30 20:00:00,44.0,urgent,4.0,4.0,,
T-d62751,2024-12-02,2024-12-02 01:00:00,1.0,urgent,167.0,,,
T-22710d,,2024-04-21 03:00:00,51.0,medium,53.0,,,
T-8384cf,2024-01-23,2024-01-23 13:00:00,13.0,low,95.0,,,
T-05fd42,2024-08-24,2024-08-25 14:00:00,38.0,urgent,38.0,4.0,,
t-37b102,2023-04-02,2023-04-03 00:00:00,24.0,high,,4.0,,
,2024-11-24,2024-11-25 03:00:00,27.0,low,6.0,,,
T-76ee80,2024-07-17,2024-07-18 03:00:00,27.0,urgent,49.0,5.0,,
,2024-02-08,2024-02-08 04:00:00,4.0,low,87.0,,,
T-7fd978,2023-12-26,2023-12-26 10:00:00,10.0,urgent,8.0,,,
T-621fb8,2024-04-19,2024-04-20 12:00:00,36.0,medium,135.0,3.0,,
T-adcdc9,2023-06-12,2023-06-14 23:00:00,71.0,urgent,25.0,4.0,,
,2023-12-22,,46.0,,,,,
T-1cea26,2023-12-18,2023-12-20 21:00:00,69.0,high,169.0,5.0,,
T-c6dcaf,2023-03-18,2023-03-20 15:00:00,,low,24.0,,,
T-4bf7c6,2024-08-15,2024-08-15 04:00:00,4.0,low,171.0,4.0,,
T-7dfa96,2023-09-12,2023-09-14 16:00:00,64.0,low,98.0,,,
t-22b4a9,2024-09-18,2024-09-20 10:00:00,58.0,urgent,48.0,3.0,,
T-bf0575,2023-04-10,2023-04-12 11:00:00,59.0,high,125.0,5.0,,
T-0ca62f,2023-08-31,2023-09-01 05:00:00,29.0,urgent,114.0,5.0,,
T-20c0bf,2023-04-23,2023-04-25 16:00:00,,,30.0,5.0,,
T-1c2c18,2024-03-28,2024-03-30 08:00:00,56.0,urgent,122.0,,,
T-e07558,2024-04-27,2024-04-27 14:00:00,14.0,urgent,31.0,3.0,,
T-d6be94,2023-05-05,2023-05-07 09:00:00,57.0,medium,125.0,4.0,,
T-e6c083,2024-05-16,2024-05-17 18:00:00,42.0,high,81.0,5.0,,
T-134Bb9,2024-11-23,2024-11-23 07:00:00,7.0,medium,44.0,5.0,,
T-118f13,2024-09-05,,32.0,high,109.0,5.0,,
T-956203,,2023-11-08 19:00:00,67.0,high,30.0,4.0,,
T-2ae381,2023-07-12,,50.0,medium,108.0,3.0,,
T-897033,2023-08-07,2023-08-09 15:00:00,63.0,urgent,157.0,3.0,,
T-f14a3d,2023-04-13,2023-04-13 13:00:00,13.0,urgent,123.0,,,
T-6bdc37,2023-07-23,2023-07-24 17:00:00,41.0,high,89.0,5.0,,
T-2fee89,,2024-01-26 03:00:00,27.0,high,124.0,4.0,,
T-14Ab7D,2023-02-20,,25.0,medium,63.0,5.0,,
T-c9394b,2024-04-09,2024-04-09 06:00:00,6.0,medium,99.0,,,
T-7b4c85,2023-07-26,2023-07-28 16:00:00,64.0,urgent,18.0,,,
 T-ab2c55    ,2023-08-18,2023-08-19 18:00:00,42.0,medium,49.0,3.0,,
T-11b816,2024-09-07,2024-09-07 02:00:00,2.0,urgent,,3.0,,
T-d51f64,2024-08-28,2024-08-30 12:00:00,60.0,low,30.0,,,
T-675d69,2023-02-03,2023-02-04 08:00:00,32.0,medium,132.0,4.0,,
T-9a1036,2023-01-24,,31.0,urgent,51.0,5.0,,
T-ba404b,2023-01-06,2023-01-06 11:00:00,,low,30.0,5.0,,
T-9d4edb,2023-06-09,2023-06-11 05:00:00,53.0,low,173.0,,,
T-2ca992,,2024-08-18 20:00:00,44.0,high,28.0,,,
T-d9cb01,2024-03-23,2024-03-25 10:00:00,58.0,urgent,104.0,,,
T-3fd10a,2024-05-14,,39.0,high,29.0,,,
T-df66b4,2023-10-05,2023-10-08 00:00:00,72.0,high,160.0,3.0,,
,2024-10-10,2024-10-11 05:00:00,29.0,medium,54.0,,,
T-A65A71,2024-04-01,,54.0,medium,43.0,5.0,,
T-c28542,2024-07-18,2024-07-20 04:00:00,52.0,medium,32.0,4.0,,
T-f3737d,2023-05-01,2023-05-01 09:00:00,9.0,low,100.0,4.0,,
T-fb84f7,2024-10-25,2024-10-27 21:00:00,69.0,,90.0,5.0,,
T-4db8d5,,2024-11-26 03:00:00,51.0,urgent,119.0,5.0,,
T-9fc75b,2023-12-06,2023-12-08 06:00:00,54.0,high,173.0,5.0,,
T-274882,2023-01-03,2023-01-04 08:00:00,32.0,medium,89.0,5.0,,
T-8444c1,2023-09-16,2023-09-18 23:00:00,71.0,medium,114.0,4.0,,
T-d82bc4,2023-08-25,2023-08-26 01:00:00,25.0,,152.0,,,
T-604490,,2024-09-15 10:00:00,58.0,low,115.0,4.0,,
T-55edb1,2023-01-05,2023-01-06 06:00:00,30.0,medium,87.0,5.0,,
T-466Dab,2023-03-26,,64.0,urgent,38.0,5.0,,
T-dd5960,2024-01-22,2024-01-22 13:00:00,13.0,urgent,73.0,,,
,2024-01-26,2024-01-27 00:00:00,24.0,medium,16.0,,,
T-d8aafb,2024-10-05,2024-10-07 06:00:00,54.0,low,91.0,,,
T-a14a68,,2023-08-17 16:00:00,64.0,high,38.0,3.0,,
,2023-02-28,2023-03-01 06:00:00,30.0,medium,20.0,,,
T-5e66ab,2023-01-26,2023-01-26 19:00:00,19.0,urgent,180.0,4.0,,
T-a5e537,2023-04-22,,62.0,high,176.0,3.0,,
T-7e77dc,2023-12-23,2023-12-23 19:00:00,19.0,medium,42.0,,,
T-e2d68e,,2023-04-29 21:00:00,69.0,high,14.0,,,
T-f6909c,2023-05-18,2023-05-19 23:00:00,47.0,medium,9.0,5.0,,
T-154975,2023-07-16,2023-07-17 13:00:00,37.0,urgent,70.0,,,
T-2b6bb1,,2024-02-22 20:00:00,68.0,high,33.0,4.0,,
T-95452e,,2023-08-11 09:00:00,57.0,,61.0,,,
T-da0863,2023-12-30,2023-12-30 22:00:00,22.0,high,2.0,5.0,,
T-65d099,2024-02-09,,70.0,urgent,81.0,,,
T-5CEDDB,,2024-07-10 03:00:00,3.0,medium,173.0,4.0,,
T-4579d9,2023-06-23,2023-06-24 05:00:00,29.0,medium,57.0,5.0,,
T-4669d1,2024-03-08,2024-03-09 06:00:00,30.0,low,101.0,3.0,,
T-1acc04,2023-08-08,2023-08-08 19:00:00,19.0,high,85.0,,,
T-284720,2024-04-11,2024-04-11 01:00:00,1.0,low,93.0,3.0,,
 T-20d740    ,2024-02-02,2024-02-03 14:00:00,38.0,medium,119.0,,,
T-df87ef,2023-03-03,2023-03-05 20:00:00,68.0,high,7.0,5.0,,
T-9def1e,2023-02-23,2023-02-23 04:00:00,4.0,high,18.0,4.0,,
T-0bc38a,2023-07-08,2023-07-08 19:00:00,104.0,low,66.0,7.0,,
T-0de7f1,2024-09-22,2024-09-23 01:00:00,25.0,low,172.0,,,
T-D4805C,2023-06-22,,,low,,,,
T-B35070,2023-04-01,2023-04-03 19:00:00,67.0,,133.0,,,
T-73D14F,2023-08-22,2023-08-24 13:00:00,61.0,low,142.0,4.0,,
T-035748,2023-09-25,2023-09-27 08:00:00,56.0,urgent,133.0,4.0,,
T-b918db,2024-05-08,2024-05-08 21:00:00,21.0,low,162.0,5.0,,
,2024-09-09,2024-09-11 17:00:00,65.0,medium,88.0,,,
T-7309d6,2024-04-18,2024-04-19 19:00:00,43.0,medium,43.0,,,
T-2795e4,2024-12-20,2024-12-22 21:00:00,69.0,low,81.0,3.0,,
T-a32dd4,2024-04-27,2024-04-28 03:00:00,27.0,high,13.0,,,
T-e41843,2023-07-22,2023-07-23 06:00:00,30.0,high,119.0,4.0,,
T-81a9e7,2024-02-27,2024-02-28 19:00:00,43.0,medium,108.0,4.0,,
T-38714f,2024-12-25,2024-12-25 07:00:00,7.0,high,63.0,,,
T-322072,2023-02-17,2023-02-18 11:00:00,,high,130.0,,,
T-99b0b8,2023-10-17,2023-10-19 11:00:00,59.0,low,148.0,3.0,,
T-98be51,2024-07-07,2024-07-09 22:00:00,70.0,medium,13.0,4.0,,
T-bb7fa9,2024-09-17,2024-09-19 09:00:00,57.0,high,81.0,,,
T-0a3847,2024-10-04,2024-10-04 09:00:00,9.0,medium,20.0,3.0,,
T-6dbff1,2024-05-27,2024-05-29 04:00:00,52.0,medium,11.0,3.0,,
T-8be779,2023-10-26,2023-10-26 21:00:00,21.0,low,5.0,,,
T-791dc9,2023-03-29,2023-03-30 20:00:00,44.0,low,127.0,,,
T-b25f66,2023-12-17,2023-12-19 03:00:00,51.0,low,104.0,4.0,,
T-992Cf9,2024-12-14,,16.0,medium,21.0,4.0,,
T-d72e3b,2024-11-15,2024-11-15 05:00:00,5.0,medium,34.0,3.0,,
T-e46e71,2023-10-19,2023-10-19 17:00:00,17.0,urgent,125.0,,,
T-c5ffb0,2024-05-27,2024-05-28 13:00:00,37.0,urgent,139.0,,,
T-cb3efb,2023-09-16,2023-09-16 19:00:00,19.0,high,28.0,5.0,,
T-885f5b,2023-08-08,2023-08-08 13:00:00,13.0,low,141.0,4.0,,
T-a45f3e,2024-02-11,2024-02-12 21:00:00,45.0,urgent,174.0,,,
T-e834e7,2024-12-29,2024-12-30 00:00:00,24.0,medium,46.0,4.0,,
T-ddf662,2024-01-14,2024-01-15 09:00:00,33.0,high,66.0,,,
,2024-09-13, 2024-09-13 11:00:00    ,11.0,medium,87.0,4.0,,
T-416fb5,2023-11-10,2023-11-11 00:00:00,24.0,medium,114.0,3.0,,
T-7cdb82,2023-04-26,2023-04-28 23:00:00,71.0,medium,37.0,4.0,,
T-c9f3f0,2024-07-19,2024-07-20 02:00:00,26.0,high,145.0,,,
T-45239b,2024-10-28,2024-10-30 17:00:00,65.0,high,29.0,,,
T-a61785,2023-04-03,2023-04-05 11:00:00,59.0,urgent,17.0,,,
T-112307,2023-10-12,2023-10-14 08:00:00,56.0,urgent,37.0,5.0,,
T-8a14a4,2023-11-19,2023-11-21 13:00:00,61.0,medium,128.0,3.0,,
T-4cf1f9,2024-12-29,2024-12-29 14:00:00,14.0,urgent,125.0,,,
T-ae29f6,2023-09-12,,45.0,high,,,,
T-a5de10,2024-06-03,2024-06-04 12:00:00,36.0,medium,98.0,4.0,,
T-1ab00a,2024-01-25,2024-01-27 04:00:00,52.0,low,,,,
T-1b7db9,2024-05-05,,40.0,low,145.0,5.0,,
 T-2b2d2d    ,,2024-01-23 07:00:00,55.0,medium,40.0,3.0,,
T-66d5a0,2024-03-01,2024-03-01 17:00:00,17.0,urgent,153.0,,,
,2023-05-01,2023-05-02 10:00:00,34.0,medium,7.0,,,
T-afa224,,2024-05-25 10:00:00,58.0,urgent,1.0,,,
T-62614c,2023-08-02,2023-08-02 11:00:00,11.0,urgent,32.0,,,
T-abeb65,2024-07-07,2024-07-09 07:00:00,,low,10.0,,,
T-C16052,2023-09-14,2023-09-15 22:00:00,46.0,high,70.0,,,
T-5fff6a,2024-08-02,2024-08-03 00:00:00,24.0,medium,169.0,,,
T-347ab6,2023-05-18,2023-05-18 07:00:00,7.0,high,,,,
T-3d947f,2023-02-27,2023-03-01 20:00:00,68.0,low,26.0,5.0,,
T-921bf4,2024-06-10,2024-06-11 03:00:00,27.0,medium,109.0,,,
T-6b831b,2024-12-12,2024-12-14 19:00:00,67.0,low,57.0,3.0,,
T-c59e1a,2024-10-20,2024-10-21 13:00:00,37.0,low,,3.0,,
T-abd0a8,2024-11-30,2024-11-30 01:00:00,1.0,high,107.0,3.0,,
,2024-05-05,2024-05-06 16:00:00,40.0,urgent,89.0,,,
T-94B38C,,,26.0,high,128.0,,,
T-399e29,2024-02-25,2024-02-25 01:00:00,1.0,,,,,
T-8fd002,2023-03-30,2023-04-01 00:00:00,48.0,,53.0,4.0,,
T-7bb8d5,,2024-09-04 09:00:00,33.0,medium,50.0,4.0,,
,2024-08-19,2024-08-20 15:00:00,39.0,high,106.0,3.0,,
T-880bce,2024-05-16,2024-05-18 23:00:00,71.0,low,118.0,4.0,,
,2024-01-09,2024-01-09 09:00:00,9.0,high,162.0,5.0,,
T-306781,,2023-12-07 09:00:00,57.0,medium,21.0,,,
T-9e2480,2024-08-24,2024-08-26 22:00:00,70.0,high,26.0,4.0,,
T-af5765,2024-03-09,2024-03-09 19:00:00,19.0,low,44.0,3.0,,
T-b60d4d,2024-02-01,2024-02-03 04:00:00,52.0,high,20.0,5.0,,
T-e33b60,2024-02-26,2024-02-28 05:00:00,53.0,low,23.0,3.0,,
T-44e08c,2024-12-14,2024-12-16 02:00:00,50.0,medium,101.0,,,
T-8c6169,2023-07-14,2023-07-14 07:00:00,7.0,high,135.0,3.0,,
T-baf332,2023-01-09,2023-01-09 18:00:00,18.0,,98.0,,,
T-e6d8dd,2024-08-10,2024-08-10 22:00:00,,urgent,175.0,5.0,,
T-52a57e,2024-03-24,2024-03-24 02:00:00,2.0,urgent,2.0,3.0,,
T-8f8c19,2023-05-30,2023-05-30 03:00:00,3.0,low,87.0,,,
T-5d46d9,2023-06-13,2023-06-13 11:00:00,11.0,high,148.0,,,
T-bc6854,2023-12-15,2023-12-17 01:00:00,49.0,high,98.0,,,
T-141b01,2024-12-01,2024-12-01 19:00:00,19.0,,136.0,,,
T-b3739a,2023-12-27,2023-12-28 01:00:00,25.0,medium,139.0,3.0,,
T-fa0eed,2024-05-30,2024-06-01 01:00:00,49.0,high,68.0,,,
T-BC6799,2023-04-12,,71.0,medium,,,,
T-90b336,2023-09-28,2023-09-30 04:00:00,52.0,urgent,148.0,4.0,,
T-1ecc39,2024-12-01,2024-12-01 04:00:00,4.0,high,28.0,4.0,,
,2023-08-19, 2023-08-21 02:00:00    ,50.0,low,98.0,,,
T-76c486,2023-11-06,2023-11-07 01:00:00,25.0,low,153.0,3.0,,
T-20065b,2023-05-14,2023-05-16 09:00:00,57.0,high,54.0,4.0,,
T-161f9c,2024-07-11,2024-07-12 03:00:00,27.0,high,6.0,,,
T-1e8229,2023-08-21,2023-08-21 04:00:00,,medium,3.0,,,
T-aac2ca,2023-03-04,2023-03-05 14:00:00,38.0,low,155.0,4.0,,
T-b6d936,2024-03-11,2024-03-11 18:00:00,18.0,,135.0,4.0,,
T-6d8b81,2023-11-04,2023-11-05 20:00:00,44.0,high,52.0,,,
T-2006d9,2023-02-16,2023-02-18 00:00:00,48.0,high,157.0,,,
T-01e321,2024-06-01,2024-06-02 22:00:00,46.0,medium,80.0,4.0,,
T-cd5725,2023-10-26,,72.0,high,155.0,,,
T-e727f3,2023-01-27,2023-01-29 12:00:00,60.0,medium,122.0,,,
T-22c308,2024-08-07,2024-08-08 21:00:00,45.0,low,,5.0,,
T-533b28,2024-10-22,2024-10-24 17:00:00,65.0,high,26.0,,,
T-14571c,2023-11-01,2023-11-02 12:00:00,36.0,low,176.0,5.0,,
T-71ab14,2023-01-31,2023-02-01 19:00:00,,medium,39.0,4.0,,
T-7dca41,2023-05-13,2023-05-14 22:00:00,46.0,low,62.0,,,
T-777bf4,2023-01-20,,2.0,low,54.0,5.0,,
T-d5f2dd,2023-06-30,,38.0,high,86.0,3.0,,
T-0fc8f9,2023-11-28,2023-11-29 06:00:00,30.0,medium,110.0,3.0,,
T-db2c10,2024-10-13,2024-10-15 11:00:00,59.0,low,47.0,5.0,,
T-89d6c4,2023-11-24,2023-11-24 16:00:00,16.0,medium,111.0,4.0,,
T-4c383b,2024-12-09,,37.0,low,109.0,3.0,,
T-cce7ba,,2024-08-16 05:00:00,53.0,urgent,150.0,,,
T-2651ec,2024-02-18,2024-02-18 10:00:00,10.0,high,21.0,,,
T-673852,2024-09-15,2024-09-15 02:00:00,2.0,,10.0,3.0,,
T-d75ceb,2024-07-26,,33.0,urgent,158.0,3.0,,
T-49a11d,2024-05-08,2024-05-09 12:00:00,36.0,medium,123.0,5.0,,
 T-274cf7    ,2024-01-28,2024-01-30 23:00:00,71.0,low,9.0,3.0,,
T-31021c,2023-10-14,2023-10-16 14:00:00,62.0,low,116.0,3.0,,
T-37d585,2023-11-23,2023-11-25 04:00:00,52.0,high,138.0,5.0,,
T-d80a44,2023-02-04,2023-02-06 19:00:00,67.0,medium,38.0,,,
T-1e968e,2023-12-10, 2023-12-10 15:00:00    ,15.0,urgent,127.0,,,
T-e1d305,2023-06-16,2023-06-17 22:00:00,46.0,urgent,114.0,3.0,,
T-74d3f4,2024-05-25,2024-05-26 17:00:00,41.0,low,102.0,,,
T-b3cd04,2024-09-08,2024-09-10 16:00:00,64.0,,51.0,5.0,,
T-0cf3e3,2023-03-23,2023-03-25 18:00:00,66.0,medium,53.0,4.0,,
T-b57da5,2024-06-22,2024-06-22 03:00:00,3.0,urgent,107.0,,,
T-f59d6e,2023-09-25,2023-09-27 10:00:00,58.0,low,99.0,4.0,,
,,2024-03-28 08:00:00,56.0,low,40.0,4.0,,
T-c895a0,2024-10-10,2024-10-10 22:00:00,22.0,medium,3.0,3.0,,
T-19ea5b,2024-09-08,2024-09-08 18:00:00,18.0,low,,,,
