gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,customer_id
Female,39.0,Australia,Dhaka,Individual,3.0,Referral,Monthly,28.0,0.0,8.245176308779024,6.0,-0.18,9.0,20.0,60.0,Card,0.0,,No,1.0,18.69521803861428,,3.0,0.0,0.13,0.24,13.0,Satisfied,2.0,0.0,CUST_00104
Female,38.0,Germany,Delhi,,36.0,Mobile,Monthly,8.0,5.0,,5.0,,10.0,30.0,1080.0,,3.0,No,No,3.0,3.0338094477112847,Billing,3.0,0.0,0.15,0.18,-43.0,Unsatisfied,0.0,0.0,CUST_00105
Female,61.0,USA,Sydney,SME,33.0,Mobile,Monthly,15.0,0.0,8.517943200288022,6.0,0.09,1.0,50.0,1650.0,Card,0.0,No,Yes,2.0,27.090135667167104,Technical,3.0,0.0,0.73,0.07,12.0,Neutral,,0.0,CUST_00106
Female,67.0,Bangladesh,Delhi,SME,18.0,Mobile,Yearly,29.0,0.0,11.72491960056866,8.0,0.02,1.0,20.0,360.0,PayPal,1.0,No,No,3.0,27.68682332656912,Technical,3.0,,0.88,0.33,-30.0,Satisfied,0.0,0.0,CUST_00107
Female,47.0,Canada,New York,Individual,,Mobile,Yearly,16.0,,,,,0.0,10.0,360.0,PayPal,0.0,,No,,13.430040654587843,Technical,3.0,0.0,0.66,0.42,-44.0,,2.0,0.0,CUST_00108
Female,56.0,,Sydney,SME,10.0,Mobile,Monthly,44.0,,6.519825501042268,3.0,0.08,13.0,10.0,100.0,Card,2.0,No,No,0.0,14.214393074417842,,3.0,0.0,,0.18,15.0,,1.0,1.0,CUST_00109
Male,37.0,,Sydney,SME,36.0,Web,Monthly,30.0,3.0,13.22112533529152,7.0,0.02,1.0,50.0,1800.0,Card,0.0,,No,4.0,32.66325217718728,Technical,3.0,0.0,0.22,0.31,-2.0,Neutral,0.0,0.0,CUST_00110
Female,41.0,India,London,Enterprise,21.0,Web,Quarterly,31.0,2.0,20.5109603310948,2.0,0.12,3.0,30.0,630.0,PayPal,0.0,Yes,No,0.0,25.74917382028055,,4.0,0.0,0.18,0.03,26.0,Unsatisfied,0.0,0.0,CUST_00111
Male,40.0,,Delhi,,25.0,Web,Yearly,6.0,0.0,13.435042705259086,3.0,-0.05,7.0,20.0,500.0,Card,1.0,No,No,0.0,30.733824922359037,,4.0,0.0,0.26,0.23,37.0,,0.0,0.0,CUST_00112
female,24.0,Bangladesh,London,Enterprise,49.0,Web,quarterly,19.0,6.0,17.74061029792407,,,14.0,20.0,980.0, PayPal    ,1.0,,No,0.0,21.911491950828623,Technical,4.0,0.0,0.34,0.12,48.0,Satisfied,0.0,0.0,CUST_00113
,,USA,Delhi,Individual,40.0,Web,Yearly,17.0,3.0,,5.0,-0.17,3.0,10.0,400.0,,0.0,,No,0.0,28.12920088927497,Technical,5.0,1.0,0.35,0.07,-65.0,Satisfied,1.0,,CUST_00114
Male,18.0,Germany,Sydney,SME,51.0,Mobile,Monthly,15.0,5.0,14.252363704084,5.0,0.16,13.0,50.0,2550.0,Card,0.0,No,Yes,1.0,34.045893021338586,,4.0,0.0,0.86,0.46,10.0,Satisfied,0.0,0.0,CUST_00115
Female,43.0,Australia,London,,9.0,Web,Quarterly,14.0,6.0,13.202278148223511,6.0,0.08,4.0,50.0,450.0,Bank Transfer,1.0,No,No,1.0,25.801793235287,,4.0,,0.23,0.3,-52.0,Neutral,2.0,0.0,CUST_00116
,55.0,USA,Dhaka,Individual,48.0,Web,Quarterly,18.0,7.0,13.697162359122048,6.0,0.14,10.0,70.0,3360.0,PayPal,0.0,No,No,0.0,21.932748773820883,,3.0,1.0,0.63,0.14,8.0,Unsatisfied,0.0,0.0,CUST_00117
FEMALE,55.0,UK,Toronto,SME,27.0,Mobile,monthly,0.0,5.0,23.21580956014092,,0.23,5.0,20.0,540.0,,0.0,No,No,1.0,21.37402181554164, Technical    ,3.0,0.0,,0.48,5.0,,,0.0,CUST_00118
Female,71.0,Bangladesh,Delhi,Individual,56.0,Mobile,Quarterly,10.0,3.0,10.755732420873308,7.0,0.03,21.0,10.0,560.0,Card,0.0,No,No,0.0,34.81403626371718,,3.0,,,0.04,31.0,Satisfied,0.0,0.0,CUST_00119
Male,61.0,Germany,DELHI,Individual,56.0,Referral, Yearly    ,36.0,7.0,17.16993281148877,5.0,-0.03,,20.0,1120.0,CARD,1.0,,No,1.0,23.724956179627306,,3.0,0.0,0.82,0.24,-34.0,,0.0,0.0,CUST_00120
Female,39.0,Bangladesh,London,Individual,57.0,Mobile,Yearly,14.0,3.0,21.71973939848709,2.0,0.07,12.0,20.0,1140.0,Card,0.0,No,No,3.0,23.740183497625942,Technical,3.0,1.0,0.4,0.44,6.0,Satisfied,1.0,0.0,CUST_00121
MALE,61.0,UK,Delhi,Individual,,Referral,,13.0,2.0,18.863615722027497,1.0,0.01,9.0,30.0,450.0,Card,1.0,No,No,0.0,,,4.0,0.0,0.25,0.37,36.0, Satisfied    ,0.0,0.0,CUST_00122
Female,27.0,Germany,Sydney,Individual,52.0,Mobile,Monthly,,,13.107628528456814,2.0,-0.08,16.0,10.0,520.0,Card,0.0,No,No,4.0,26.868689152435124,,5.0,0.0,0.83,0.11,-17.0,Neutral,1.0,0.0,CUST_00123
Male,72.0,Bangladesh,London,Enterprise,32.0,Mobile,Monthly,20.0,7.0,24.44930834621669,2.0,-0.03,22.0,20.0,640.0,Card,1.0,,Yes,3.0,12.364943032314594,Technical,4.0,,0.18,0.49,,Satisfied,0.0,,CUST_00124
Male,23.0,UK,London,Individual,48.0,Referral,Monthly,0.0,5.0,16.130338460721475,4.0,0.09,25.0,70.0,3360.0,Card,2.0,No,No,3.0,22.590566982296306,Technical,3.0,0.0,0.33,0.38,-15.0,Satisfied,0.0,0.0,CUST_00125
Female,34.0,UK,Berlin,Individual,53.0,Referral,Yearly,21.0,5.0,,5.0,-0.1,10.0,50.0,2650.0,Bank Transfer,1.0,No,,2.0,29.446836562645515,Technical,5.0,0.0,0.62,0.21,31.0,Unsatisfied,0.0,0.0,CUST_00126
Female,68.0,Bangladesh,Dhaka,Individual,44.0,Mobile,Monthly,,5.0,11.302616489503556,6.0,-0.24,3.0,10.0,440.0,Card,0.0,Yes,No,0.0,32.51439821173264,,2.0,0.0,0.79,0.1,,Satisfied,,0.0,CUST_00127
male,67.0,Bangladesh,dhaka,Individual,55.0,Mobile, Quarterly    ,25.0,6.0,19.101664400864507,4.0,-0.2,0.0,10.0,,CARD,2.0,No,No,3.0,21.745139200480686,,3.0,0.0,0.52,0.21,-78.0,Satisfied,0.0,1.0,CUST_00128
Female,55.0,India,Berlin,Individual,50.0,Web,Monthly,10.0,0.0,19.708508587460365,6.0,,2.0,30.0,1500.0,,0.0,No,No,2.0,38.74409910488169,Billing,3.0,0.0,0.59,0.19,42.0,,2.0,0.0,CUST_00129
Female,41.0,,Sydney,Individual,39.0,Referral,Quarterly,35.0,6.0,,6.0,0.0,1.0,70.0,2730.0,PayPal,1.0,No,No,2.0,29.948902322079704,Billing,,1.0,,0.09,-17.0,Satisfied,0.0,0.0,CUST_00130
Female,68.0,USA,Toronto,Individual,16.0,Mobile,Monthly,34.0,7.0,24.503251003991465,5.0,0.04,2.0,30.0,480.0,Card,0.0,Yes,Yes,1.0,32.438267894338125,,3.0,0.0,0.27,0.42,15.0,Neutral,5.0,0.0,CUST_00131
Male,27.0,Germany,Delhi,Individual,28.0,Referral,Monthly,33.0,4.0,22.903756399787977,3.0,-0.0,27.0,20.0,560.0,Card,0.0,No,Yes,2.0,28.0129665867332,,3.0,0.0,0.59,0.4,3.0,Neutral,2.0,0.0,CUST_00132
Male,73.0,Australia,New York,SME,51.0,Web,Monthly,27.0,1.0,11.22644494052137,2.0,,6.0,100.0,,Bank Transfer,0.0,Yes,No,1.0,34.42425190589182,Service,4.0,,0.6,0.33,26.0,Unsatisfied,1.0,0.0,CUST_00133
Male,25.0,Bangladesh,Delhi,SME,6.0,Web,Quarterly,16.0,2.0,5.096706240777914,3.0,0.16,5.0,10.0,60.0,Card,1.0,No,No,2.0,29.358465527357108,Technical,,0.0,0.79,0.16,40.0,Satisfied,1.0,0.0,CUST_00134
,38.0,India,New York,Individual,6.0,Web,Quarterly,20.0,5.0,13.75915222987695,6.0,0.13,2.0,10.0,60.0,Card,0.0,No,No,,13.372569075745384,Technical,3.0,0.0,0.62,0.27,17.0,Neutral,1.0,0.0,CUST_00135
Male,73.0,USA,Dhaka,Individual,38.0,Referral,Monthly,,6.0,14.305783692470069,7.0,-0.19,6.0,10.0,380.0,PayPal,0.0,No,No,2.0,22.88880503760251,Technical,5.0,1.0,0.75,0.24,5.0,Satisfied,2.0,1.0,CUST_00136
Male,23.0,USA,Sydney,SME,58.0,Referral,monthly,0.0,7.0,10.787977834329164,9.0,-0.11,44.0,10.0,580.0,Card,0.0,No,Yes,1.0,, Billing    ,2.0,0.0,0.47,0.38,75.0,Satisfied,0.0,1.0,CUST_00137
Male,38.0,India,Toronto,Individual,47.0,Web,Quarterly,12.0,4.0,11.712066387579762,2.0,0.08,2.0,30.0,1410.0,Card,,Yes,No,3.0,34.842965427324515,Technical,3.0,1.0,0.77,0.07,87.0,Neutral,2.0,0.0,CUST_00138
Male,74.0,,Toronto,,2.0,Mobile,Yearly,24.0,4.0,20.81287172085056,5.0,-0.09,3.0,20.0,40.0,Card,1.0,No,No,0.0,,Service,5.0,1.0,0.37,,9.0,Satisfied,2.0,0.0,CUST_00139
Male,56.0,India,,Individual,41.0,Web,Monthly,17.0,5.0,26.20393456512514,3.0,0.18,14.0,100.0,4100.0,Card,0.0,No,No,1.0,27.856261295481684,Technical,3.0,0.0,,0.21,-9.0,,0.0,0.0,CUST_00140
Female,41.0,USA,Berlin,Individual,40.0,Web,Monthly,15.0,4.0,20.473057288589224,4.0,0.22,26.0,50.0,2000.0,paypal,0.0,No,No,3.0,14.961145446498575,service,3.0,0.0,0.47,0.26,-26.0,SATISFIED,1.0,0.0,CUST_00141
Male,50.0,Australia,Sydney,,7.0,Web,,36.0,7.0,23.761739295539115,9.0,0.21,7.0,20.0,140.0,Card,1.0,No,No,3.0,28.4772098063896,,4.0,0.0,0.42,0.35,-51.0,Unsatisfied,0.0,0.0,CUST_00142
Female,,Canada,New York,SME,27.0,Mobile,Monthly,28.0,6.0,15.035189756921898,9.0,0.0,14.0,20.0,540.0,PayPal,1.0,No,No,1.0,30.97467692538715,Billing,5.0,0.0,0.46,0.3,75.0,,0.0,0.0,CUST_00143
Female,73.0,UK,Toronto,Individual,28.0,Referral,Monthly,29.0,2.0,4.241338571673557,8.0,0.09,0.0,70.0,1960.0,PayPal,0.0,No,No,,22.37874152171336,Technical,3.0,,0.18,0.41,36.0,Unsatisfied,,0.0,CUST_00144
Female,45.0,India,Sydney,Individual,,Web,Quarterly,12.0,1.0,11.140300251235123,7.0,0.01,10.0,10.0,160.0,Card,0.0,No,No,1.0,33.42362598432005,Billing,4.0,,0.32,0.38,30.0,Satisfied,0.0,0.0,CUST_00145
,74.0,UK,Delhi,Individual,47.0,Mobile,Yearly,14.0,3.0,9.936090343242132,8.0,0.25,0.0,50.0,2350.0,PayPal,0.0,No,Yes,1.0,40.8910810206351,Service,5.0,0.0,0.31,0.18,7.0,Unsatisfied,1.0,,CUST_00146
Male,69.0,Canada,New York,Enterprise,9.0,Mobile,Monthly,24.0,1.0,21.89310091649341,,0.02,45.0,30.0,270.0,PayPal,1.0,No,No,1.0,12.040602559988743,Billing,5.0,1.0,0.74,0.02,-23.0,Satisfied,3.0,0.0,CUST_00147
 Male    ,49.0,Canada,,SME,52.0,Web,QUARTERLY,24.0,,1.0,4.0,0.27,8.0,30.0,1560.0, Card    ,0.0,No,No,1.0,13.221182378569692, Technical    ,3.0,0.0,0.87,0.47,52.0,satisfied,1.0,,CUST_00148
Male,29.0,Canada,Berlin,Individual,15.0,Referral,Quarterly,38.0,7.0,16.068532512580777,5.0,-0.32,1.0,30.0,450.0,Card,0.0,No,No,1.0,22.12032024491639,Service,,0.0,0.47,0.22,-3.0,Satisfied,0.0,0.0,CUST_00149
,65.0,Germany,London,Individual,34.0,Referral,Yearly,23.0,5.0,13.92601192823852,4.0,-0.08,19.0,20.0,680.0,PayPal,2.0,No,No,0.0,11.53320916755882,Billing,3.0,0.0,0.57,0.05,41.0,Neutral,1.0,0.0,CUST_00150
Male,59.0,India,New York,Individual,20.0,,Quarterly,36.0,6.0,17.530312423882556,6.0,-0.03,12.0,30.0,600.0,PayPal,1.0,Yes,No,0.0,24.760857782501816,Billing,3.0,0.0,0.12,0.44,44.0,Neutral,2.0,0.0,CUST_00151
Male,44.0,Bangladesh,Dhaka,Individual,14.0,Mobile,,26.0,5.0,8.319505316613412,5.0,0.36,4.0,,700.0,Card,0.0,No,No,0.0,5.823837235433345,,5.0,0.0,0.7,0.23,28.0,Satisfied,,0.0,CUST_00152
,27.0,Australia,Dhaka,Individual,58.0,Web,,17.0,0.0,23.155081373186533,8.0,-0.19,0.0,30.0,1740.0,Paypal,1.0,No,,2.0,27.61040065731453,,4.0,0.0,0.13,0.03,12.0,Satisfied,2.0,,CUST_00153
Male,63.0,Australia,Dhaka,SME,11.0,Mobile,Yearly,12.0,4.0,,2.0,0.05,10.0,20.0,,Card,0.0,No,No,3.0,29.756506107529468,Service,4.0,1.0,0.55,0.4,53.0,Satisfied,2.0,0.0,CUST_00154
 Male    ,74.0,UK, Delhi    ,Individual,30.0,Mobile,monthly,28.0,4.0,7.1222427964094965,1.0,0.09,10.0,10.0,300.0,CARD,0.0,No,No,,7.664638420081282, Billing    ,4.0,0.0,0.52,0.37,38.0,,1.0,0.0,CUST_00155
Female,69.0,UK,New York,Individual,3.0,Web,Monthly,16.0,3.0,8.133869574764553,2.0,0.19,3.0,,30.0,Card,0.0,No,No,2.0,21.049202080167063,Service,5.0,2.0,0.51,0.13,5.0,Neutral,0.0,0.0,CUST_00156
,59.0,Bangladesh,New York,SME,2.0,Referral,Yearly,18.0,0.0,11.991649268065052,1.0,-0.07,10.0,20.0,40.0,Bank Transfer,1.0,Yes,No,0.0,25.12827747462025,Service,2.0,0.0,0.88,0.09,12.0,Satisfied,1.0,1.0,CUST_00157
Female,,UK,London,Individual,50.0,Mobile,Quarterly,11.0,3.0,18.74068190774296,5.0,-0.22,1.0,10.0,500.0,Card,,No,No,1.0,17.627142110032402,Technical,4.0,0.0,0.66,,23.0,Neutral,1.0,0.0,CUST_00158
Male,59.0,India,,Individual,14.0,Referral,Monthly,20.0,5.0,9.68002873711249,5.0,0.17,25.0,100.0,,Card,0.0,Yes,No,,27.89953199316237,Service,5.0,1.0,0.72,0.27,33.0,Unsatisfied,0.0,0.0,CUST_00159
Female,43.0,USA,,Individual,56.0,Web,Yearly,25.0,2.0,19.23803011616986,6.0,0.19,4.0,10.0,560.0,Card,,,No,1.0,6.439668304413612,Technical,5.0,0.0,0.4,,3.0,Neutral,0.0,0.0,CUST_00160
Male,42.0,UK,Dhaka,Individual,29.0,Referral,Monthly,15.0,0.0,14.691233357784752,2.0,-0.01,1.0,100.0,2900.0,Card,0.0,,No,1.0,18.1143588465216,Service,3.0,0.0,0.78,0.47,26.0,Unsatisfied,4.0,,CUST_00161
Male,28.0,Canada,London,SME,,Mobile,Monthly,12.0,7.0,25.40707144602025,4.0,0.02,20.0,50.0,250.0,Bank Transfer,1.0,No,No,0.0,33.327020076150745,Service,4.0,0.0,0.3,0.04,21.0,Unsatisfied,1.0,,CUST_00162
FEMALE,40.0,UK,,,44.0,Web,QUARTERLY,20.0,4.0,10.892870101274838,2.0,-0.27,4.0,10.0,440.0,CARD,2.0,No,No,0.0,17.524490659563494,billing,3.0,0.0,0.29,0.12,3.0,Satisfied,1.0,1.0,CUST_00163
Female,51.0,Canada,Delhi,Individual,46.0,Web,,24.0,3.0,14.609449850246834,4.0,0.3,11.0,20.0,920.0,PayPal,0.0,Yes,No,3.0,33.17970342609926,Technical,5.0,0.0,0.54,0.4,23.0,Neutral,3.0,0.0,CUST_00164
Female,74.0,Germany,Berlin,Individual,6.0,Referral,,19.0,0.0,21.14295518433068,8.0,0.19,9.0,100.0,600.0,PayPal,2.0,Yes,No,3.0,31.042227107765875,,4.0,2.0,0.63,0.24,65.0,Satisfied,0.0,0.0,CUST_00165
Male,69.0,USA,,Individual,8.0,Mobile,Monthly,38.0,0.0,,3.0,-0.12,1.0,10.0,,PayPal,0.0,No,No,3.0,25.77537534989248,,,1.0,0.25,0.37,,Neutral,1.0,0.0,CUST_00166
Female,57.0,USA,Berlin,Individual,39.0,Web,Yearly,21.0,1.0,8.548188357471158,3.0,0.17,5.0,,,Bank Transfer,0.0,No,No,1.0,22.00071469412444,,3.0,0.0,0.78,0.18,100.0,Neutral,2.0,0.0,CUST_00167
Male,40.0,Bangladesh,Sydney,Individual,39.0,Referral,Yearly,25.0,0.0,6.884364295806481,3.0,,17.0,70.0,,Card,1.0,No,No,0.0,36.96020146902621,Billing,4.0,0.0,0.71,0.22,100.0,Satisfied,1.0,0.0,CUST_00168
,46.0,India,,Individual,44.0,Web, Monthly    ,28.0,7.0,,3.0,-0.02,2.0,30.0,1320.0,PayPal,0.0,No,,2.0,12.311033953622706,Technical,4.0,0.0,0.51,0.19,20.0,Satisfied,1.0,,CUST_00169
Female,48.0,India,New York,Individual,29.0,Web,Monthly,,,4.882652374972121,3.0,-0.02,6.0,10.0,290.0,Card,,Yes,Yes,,22.448834814792427,,4.0,0.0,0.66,0.22,18.0,Unsatisfied,0.0,0.0,CUST_00170
Female,24.0,Australia,London,,39.0,Mobile,Monthly,10.0,4.0,17.004285750515265,5.0,-0.15,7.0,50.0,1950.0,PayPal,0.0,Yes,No,2.0,23.873283495914613,Billing,3.0,0.0,0.79,0.35,11.0,Unsatisfied,0.0,0.0,CUST_00171
Male,57.0,Germany,,SME,44.0,Mobile,Yearly,11.0,2.0,10.112424439953385,5.0,,21.0,20.0,,Card,1.0,No,No,1.0,16.47502776221628,Service,,1.0,0.71,0.49,36.0,Satisfied,,0.0,CUST_00172
,50.0,Bangladesh,New York,SME,,Web,Yearly,8.0,3.0,10.149563592505146,4.0,0.03,9.0,20.0,540.0,Card,1.0,No,Yes,0.0,29.983947320470985,Technical,4.0,0.0,0.28,0.06,36.0,Satisfied,0.0,0.0,CUST_00173
Female,38.0,India,Sydney,Enterprise,16.0,Mobile,Quarterly,6.0,2.0,1.7709267802594404,4.0,0.14,20.0,70.0,1120.0,Card,0.0,Yes,No,1.0,21.53465649340204,Service,3.0,0.0,0.62,0.42,61.0,Satisfied,1.0,0.0,CUST_00174
Female,19.0,Canada,Dhaka,Individual,27.0,Mobile,Yearly,22.0,,14.287389929956532,7.0,0.3,21.0,10.0,270.0,Card,0.0,Yes,No,0.0,38.67094746247295,Service,2.0,0.0,0.34,0.09,-10.0,Unsatisfied,,1.0,CUST_00175
female,35.0,Germany,toronto,SME,39.0,Mobile, Quarterly    ,32.0,6.0,9.77127034187749,2.0,0.09,5.0,70.0,2730.0, Card    ,0.0,No,No,1.0,24.8739977686618,,5.0,0.0,0.24,0.45,19.0,Unsatisfied,0.0,0.0,CUST_00176
MALE,64.0,USA, New York    ,SME,40.0,Mobile,Monthly,27.0,4.0,13.482218136535812,3.0,0.37,0.0,50.0,2000.0,bank transfer,,No,No,,10.230999900800152,,3.0,0.0,0.15,0.05,32.0,satisfied,,0.0,CUST_00177
Male,50.0,Canada,Sydney,,1.0,Web,Monthly,27.0,4.0,13.565150295024868,2.0,0.05,,10.0,10.0,Card,,Yes,No,1.0,32.12154822645702,Service,4.0,0.0,0.17,0.43,73.0,Unsatisfied,0.0,0.0,CUST_00178
Male,54.0,Bangladesh,,Individual,45.0,Referral,Monthly,9.0,4.0,27.10378395151137,6.0,-0.1,1.0,20.0,,Card,0.0,Yes,No,2.0,6.762877966223652,,3.0,1.0,0.59,0.06,-36.0,satisfied,0.0,0.0,CUST_00179
Male,51.0,Bangladesh,Sydney,SME,51.0,Web,,24.0,,8.588361687568002,5.0,-0.09,7.0,30.0,1530.0,CARD,1.0,Yes,No,0.0,1.0,Billing,5.0,0.0,0.48,0.43,26.0,NEUTRAL,1.0,,CUST_00180
Male,37.0,Germany,Sydney,Individual,33.0,Referral,Quarterly,25.0,7.0,18.528289833691336,7.0,0.01,1.0,20.0,660.0,PayPal,0.0,No,No,1.0,11.3779901671576,,,0.0,0.47,0.02,90.0,Neutral,1.0,0.0,CUST_00181
Male,52.0,USA,Berlin,SME,56.0,Web,Monthly,36.0,4.0,12.586754906709151,7.0,-0.09,32.0,20.0,1120.0,Card,0.0,Yes,No,1.0,36.98815882057119,Billing,5.0,0.0,0.59,0.1,13.0,Neutral,1.0,0.0,CUST_00182
Female,68.0,India,Toronto,Individual,50.0,,Monthly,23.0,1.0,,5.0,0.15,0.0,30.0,1500.0,Bank Transfer,0.0,No,No,3.0,20.730791943967738,Billing,4.0,0.0,0.11,0.1,37.0,Neutral,,0.0,CUST_00183
MALE,67.0,,TORONTO,,39.0,Web,Monthly,37.0,0.0,13.706043519411809,5.0,-0.0,3.0,30.0,1170.0,Bank Transfer,1.0,Yes,No,0.0,31.16622878230861,Technical,4.0,0.0,0.67,0.04,72.0,unsatisfied,1.0,0.0,CUST_00184
Male,71.0,Canada,Delhi,SME,54.0,Mobile,Quarterly,21.0,6.0,27.43845676889397,4.0,0.07,40.0,20.0,1080.0,Card,1.0,No,No,1.0,29.63365118249516,Technical,,0.0,0.25,0.21,-44.0,Satisfied,0.0,,CUST_00185
Male,35.0,USA,Dhaka,Individual,27.0,Web,Yearly,24.0,1.0,14.582817847399124,3.0,-0.13,1.0,100.0,2700.0,Card,0.0,Yes,,1.0,19.944056512100467,,3.0,0.0,,0.33,65.0,,1.0,0.0,CUST_00186
Female,63.0,Canada,London,Individual,17.0,Mobile,Yearly,31.0,6.0,15.70861238788916,4.0,0.13,12.0,10.0,170.0,PayPal,0.0,No,No,0.0,21.357624418772104,Service,2.0,0.0,0.32,0.17,9.0,Satisfied,0.0,0.0,CUST_00187
,41.0,India,delhi,,15.0,Referral,,22.0,1.0,23.321625535419717,6.0,-0.07,10.0,20.0,300.0,CARD,0.0,No,No,0.0,30.21978058105314,,4.0,0.0,0.17,0.03,-18.0,SATISFIED,1.0,0.0,CUST_00188
Male,25.0,India,Dhaka,Individual,22.0,Web,Quarterly,4.0,0.0,12.484105158071005,5.0,0.19,0.0,50.0,1100.0,Card,2.0,No,No,2.0,38.025472217052936,Service,3.0,0.0,,0.15,58.0,Unsatisfied,1.0,0.0,CUST_00189
Female,47.0,India,Dhaka,Individual,57.0,Web,,10.0,7.0,22.223322976561864,1.0,,21.0,30.0,1710.0,Card,1.0,No,No,0.0,22.88373467817214,,,0.0,0.66,0.38,94.0,Satisfied,0.0,1.0,CUST_00190
Male,61.0,USA,Sydney,Individual,19.0,Referral,Monthly,46.0,7.0,23.35618284811875,6.0,-0.08,0.0,10.0,190.0,PayPal,1.0,No,Yes,0.0,13.842766852968818,Billing,4.0,0.0,0.66,0.43,-1.0,Neutral,1.0,0.0,CUST_00191
Male,70.0,UK,London,SME,28.0,Web,Monthly,20.0,4.0,11.118454154285915,11.0,-0.12,12.0,20.0,560.0,Bank Transfer,0.0,No,No,2.0,19.07465500172982,,3.0,0.0,,0.21,5.0,,1.0,0.0,CUST_00192
Male,27.0,UK,Dhaka,Individual,23.0,,Monthly,26.0,3.0,20.63638960355838,7.0,-0.18,5.0,30.0,690.0,Card,0.0,No,No,3.0,37.53893159624147,Technical,5.0,1.0,0.72,0.26,95.0,Unsatisfied,1.0,0.0,CUST_00193
Male,,Bangladesh,London,SME,36.0,Web,Quarterly,9.0,4.0,8.280893973458186,4.0,0.22,0.0,30.0,1080.0,Card,0.0,No,Yes,2.0,16.080448043413362,Technical,,0.0,0.38,0.45,33.0,,,0.0,CUST_00194
MALE,69.0,Bangladesh,toronto,,49.0,Web,Monthly,,4.0,16.47167137599546,6.0,0.22,,20.0,980.0,PayPal,0.0,Yes,Yes,0.0,32.57279443083885,,3.0,0.0,0.78,0.5,2.0,,1.0,0.0,CUST_00195
,66.0,Canada,Toronto,Enterprise,39.0,Web,Quarterly,33.0,1.0,10.410958693798037,5.0,,11.0,10.0,390.0,Card,0.0,Yes,No,2.0,9.574236232995414,Technical,3.0,1.0,0.69,0.14,16.0,,1.0,0.0,CUST_00196
Female,28.0,India,Toronto,SME,48.0,Mobile,Monthly,1.0,,14.527171437653852,5.0,-0.03,0.0,20.0,960.0,Card,0.0,Yes,No,1.0,35.89352510000076,Technical,5.0,0.0,0.43,0.23,,Neutral,0.0,1.0,CUST_00197
Female,,Canada,New York,Individual,49.0,Web,Monthly,22.0,4.0,19.799627704868094,4.0,-0.22,23.0,10.0,490.0,PayPal,2.0,No,Yes,0.0,23.74339221700572,,4.0,1.0,,0.31,1.0,Neutral,2.0,0.0,CUST_00198
Male,43.0,USA,Sydney,SME,59.0,Mobile,Yearly,22.0,0.0,22.881692512361468,5.0,0.15,3.0,10.0,,Card,0.0,No,No,0.0,36.709192876735045,Technical,2.0,0.0,0.2,0.2,92.0,Satisfied,2.0,0.0,CUST_00199
Male,53.0,Canada,London,,20.0,Web,Monthly,23.0,0.0,1.0,5.0,-0.12,2.0,20.0,400.0,Card,0.0,No,No,2.0,,Billing,5.0,0.0,0.79,0.49,14.0,Satisfied,4.0,0.0,CUST_00200
Male,50.0,Australia,Sydney,Enterprise,47.0,Mobile,Monthly,41.0,7.0,8.896072169236877,6.0,-0.1,18.0,10.0,470.0,Card,0.0,No,No,2.0,15.732311716254753,Service,5.0,0.0,0.25,0.3,3.0,Satisfied,1.0,0.0,CUST_00201
Female,64.0,,Dhaka,SME,9.0,Web,Monthly,17.0,0.0,24.4940523635831,5.0,0.02,5.0,10.0,90.0,Card,2.0,No,No,2.0,23.91488285337373,,3.0,0.0,0.67,0.24,72.0,Unsatisfied,0.0,0.0,CUST_00202
Male,30.0,Canada,,SME,53.0,Referral,Monthly,15.0,6.0,15.000925679981869,5.0,0.14,19.0,70.0,3710.0,,0.0,No,No,0.0,,,4.0,0.0,0.18,,77.0,Unsatisfied,1.0,0.0,CUST_00203
Male,57.0,Canada,London,Individual,23.0,Mobile,Quarterly,18.0,1.0,14.778041268980632,3.0,0.12,3.0,30.0,690.0,Bank Transfer,1.0,Yes,No,0.0,19.97377407127183,,2.0,0.0,0.56,0.02,-20.0,Unsatisfied,2.0,0.0,CUST_00204
Female,42.0,Germany,Delhi,Individual,45.0,Web,Quarterly,43.0,3.0,21.949387765952416,11.0,0.14,,30.0,1350.0,Card,0.0,No,No,2.0,42.14350341642452,Technical,2.0,1.0,0.51,0.06,-32.0,Unsatisfied,0.0,0.0,CUST_00205
Male,21.0,Canada,London,SME,7.0,Web,Monthly,21.0,3.0,1.0,7.0,-0.19,37.0,20.0,140.0,PayPal,1.0,Yes,No,1.0,12.0225438920229,Service,3.0,0.0,0.64,0.18,71.0,Satisfied,0.0,0.0,CUST_00206
,59.0,Australia,London,SME,31.0,Web,Yearly,,,8.028804141807564,2.0,-0.0,4.0,20.0,,Card,1.0,,No,1.0,27.39487906125981,Technical,3.0,,0.79,0.21,15.0,Neutral,1.0,0.0,CUST_00207
Female,36.0,UK,Berlin,Individual,51.0,Web,Quarterly,0.0,4.0,21.9294648361024,5.0,0.09,6.0,20.0,1020.0,PayPal,0.0,No,No,0.0,43.51038588663626,Technical,4.0,0.0,0.17,0.26,-6.0,Satisfied,0.0,0.0,CUST_00208
