,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,account_id
319,T-ac4493,2023-08-12,2023-08-14 05:00:00,53.0,medium,172.0,,False,
320,T-6F11A3,2023-05-13,2023-05-15 10:00:00,58.0,,18.0,,False,
321,T-88949F,2024-10-26,2024-10-27 19:00:00,43.0, low    ,173.0,,False,
322,,2024-05-19,2024-05-19 18:00:00,18.0,low,1.0,3.0,False,
323,,2024-10-01,2024-10-02 01:00:00,25.0,high,170.0,4.0,False,
324,T-6858fa,,2024-05-05 00:00:00,24.0,medium,51.0,,False,
325,T-6db7d8,2023-12-06,2023-12-07 02:00:00,26.0,urgent,68.0,3.0,False,
326,T-ad4ec7,2024-02-28,2024-02-28 12:00:00,12.0,low,62.0,3.0,False,
327,,2023-07-04,2023-07-05 18:00:00,42.0,urgent,76.0,3.0,,
328,t-4dd126,2024-06-27,2024-06-28 12:00:00,36.0,,123.0,,False,
329,t-6750a4,2024-03-14,2024-03-15 13:00:00,37.0, low    ,101.0,,False,
330,T-33d113,2024-08-11,2024-08-12 09:00:00,33.0,high,30.0,,False,
331,T-58506b,2023-12-14,2023-12-14 13:00:00,,urgent,124.0,4.0,False,
332,T-753ba1,2023-12-08,2023-12-08 19:00:00,19.0,high,29.0,,False,
333, T-59d67b    ,2024-03-21,2024-03-23 00:00:00,48.0,urgent,17.0,3.0,False,
334,,2023-06-21,2023-06-23 22:00:00,70.0,low,3.0,,False,
335,t-b1d1d0,2023-08-13,2023-08-14 01:00:00,25.0,urgent,128.0,3.0,False,
336,T-130a82,2023-08-22,2023-08-23 01:00:00,25.0,low,35.0,3.0,False,
337,T-66d999,2023-06-26,2023-06-27 15:00:00,39.0,urgent,41.0,5.0,False,
338,T-037337,2024-07-11,2024-07-11 16:00:00,16.0,low,1.0,,False,
339,,2024-10-17,2024-10-19 13:00:00,61.0,low,177.0,5.0,False,
340,T-223760,2023-04-01,2023-04-03 11:00:00,59.0,low,124.0,,False,
341,T-9eb2b5,2024-01-16,2024-01-17 06:00:00,30.0,urgent,,5.0,False,
342,T-f3e7c5,2023-01-23,2023-01-23 17:00:00,17.0,urgent,119.0,,,
343,T-116af1,2024-05-08,,52.0,urgent,93.0,,False,
344,T-29279c,2023-02-20,2023-02-21 19:00:00,43.0,urgent,127.0,4.0,False,
345,T-b0acc7,2023-08-27,2023-08-29 00:00:00,48.0,medium,126.0,4.0,False,
346,T-d32d8c,,2023-01-05 01:00:00,25.0,urgent,55.0,4.0,False,
347,T-cb9d4b,2023-07-06,2023-07-07 14:00:00,38.0,medium,144.0,4.0,False,
348,T-475284,2024-04-13,2024-04-13 15:00:00,15.0,low,99.0,3.0,False,
349,T-411989,2024-10-27,2024-10-27 08:00:00,8.0,medium,148.0,4.0,False,
350,T-863bcf,2024-05-28,2024-05-29 02:00:00,26.0,medium,163.0,4.0,True,
351,T-866ebe,2023-06-05,2023-06-06 03:00:00,27.0,urgent,115.0,,False,
352,T-e0c9bf,2023-01-10,2023-01-12 21:00:00,69.0,medium,26.0,,False,
353,T-458e24,2024-03-27,2024-03-27 20:00:00,20.0,medium,147.0,4.0,False,
354,T-c8be02,2023-11-03,2023-11-05 01:00:00,49.0,medium,115.0,,False,
355,T-7f088c,,2023-06-23 23:00:00,71.0,Low,,4.0,False,
356,T-4a0f02,2023-01-21,2023-01-23 03:00:00,51.0,urgent,61.0,,False,
357,T-F3F1B8,2024-04-11,2024-04-13 22:00:00,70.0, low    ,122.0,,False,
358,T-79b057,2023-01-22,2023-01-23 03:00:00,27.0,low,66.0,4.0,False,
359,,2023-03-21,2023-03-23 17:00:00,65.0,low,110.0,5.0,False,
360,T-c0d8b2,2024-12-01,2024-12-03 01:00:00,49.0,URGENT,23.0,3.0,False,
361,T-ad6a24,2024-12-18,2024-12-19 22:00:00,46.0,urgent,43.0,,,
362,T-cbc17d,2024-09-30,2024-09-30 19:00:00,19.0,medium,62.0,,False,
363, T-1d4920    ,2024-05-11,2024-05-11 09:00:00,9.0,LOW,101.0,,False,
364,T-ef0a78,2024-09-09,2024-09-10 14:00:00,38.0,,81.0,3.0,False,
365,,2024-08-13,2024-08-13 16:00:00,16.0,,125.0,3.0,False,
366,,2023-05-17,2023-05-17 07:00:00,7.0,low,166.0,5.0,False,
367,T-96702f,2023-09-14,2023-09-16 20:00:00,68.0,high,176.0,5.0,False,
368,T-9df3b0,2023-01-23,2023-01-25 07:00:00,55.0,low,42.0,4.0,False,
369,T-a39933,2023-01-31,2023-02-01 20:00:00,44.0,urgent,129.0,5.0,False,
370,T-7febc0,2023-01-27,,33.0,urgent,,3.0,,
371,T-84717f,2024-11-12,2024-11-12 01:00:00,1.0,urgent,90.0,4.0,False,
372,T-135f77,2024-12-02,2024-12-04 05:00:00,,medium,146.0,5.0,False,
373,T-41014e,2024-12-02,2024-12-04 13:00:00,61.0,high,40.0,,False,
374,T-5c0331,2024-10-25,2024-10-26 23:00:00,47.0,high,47.0,,False,
375,T-3ec096,2023-06-18,2023-06-20 11:00:00,59.0,high,32.0,3.0,False,
376,t-251fda,2024-09-15,2024-09-15 01:00:00,1.0,low,123.0,,False,
377,T-8d3d46,2024-09-02,2024-09-04 16:00:00,64.0,medium,131.0,,False,
378,T-051e5b,2023-09-20,2023-09-20 11:00:00,11.0,urgent,59.0,5.0,False,
379,T-429CE6,,2024-05-30 07:00:00,7.0,high,55.0,3.0,,
380,T-3367b8,2023-07-17,2023-07-19 18:00:00,66.0,low,14.0,,False,
381,T-1e3043,2024-02-19,2024-02-19 02:00:00,2.0,urgent,89.0,5.0,False,
382,,2024-08-30,2024-09-01 03:00:00,51.0,urgent,29.0,,False,
383,T-864E85,2024-03-01,2024-03-03 10:00:00,58.0,,72.0,,False,
384,T-2b1a0a,2024-10-05,2024-10-05 13:00:00,13.0,medium,35.0,4.0,True,
385,T-5c9e4d,2024-12-16,2024-12-18 07:00:00,55.0,urgent,104.0,,,
386,T-af95b8,2023-11-30,2023-12-02 17:00:00,65.0,low,120.0,4.0,False,
387,T-471c3e,2024-08-15,2024-08-16 17:00:00,41.0,high,89.0,4.0,False,
388,,2024-06-16,2024-06-18 11:00:00,59.0,Medium,85.0,3.0,False,
389,t-7b0fe1,2023-04-03,2023-04-04 16:00:00,40.0,low,176.0,,False,
390,T-ac5eaa,2023-05-22,2023-05-23 12:00:00,36.0,urgent,144.0,,False,
391,T-f27d8b,2023-09-30,2023-10-01 23:00:00,47.0,urgent,113.0,,False,
392,T-60706C,2024-10-02,2024-10-03 03:00:00,27.0,,136.0,,False,
393,T-3a3aa1,2023-10-21,2023-10-21 09:00:00,9.0,low,24.0,4.0,False,
394,T-e74b9f,2024-06-10,2024-06-11 12:00:00,36.0,low,98.0,3.0,False,
395,T-dfad13,2024-12-17,2024-12-17 05:00:00,5.0,urgent,143.0,5.0,False,
396,T-60c481,,2024-07-31 09:00:00,57.0,urgent,131.0,4.0,False,
397,T-772cfe,2024-10-05,2024-10-06 21:00:00,45.0,high,87.0,,False,
398,T-187648,2024-10-27,2024-10-28 17:00:00,41.0,medium,51.0,,False,
399,T-48f8ab,2023-07-20,2023-07-20 02:00:00,75.0,medium,81.0,1.0,False,
400,T-35ba6a,2024-03-03,,4.0,urgent,139.0,3.0,False,
401,T-5B9038,2024-07-16,2024-07-16 23:00:00,23.0,high,7.0,3.0,False,
402,,2024-12-01,2024-12-03 23:00:00,71.0,,77.0,5.0,False,
403,T-3f754a,2024-09-25,2024-09-25 14:00:00,14.0,urgent,36.0,5.0,False,
404,,2024-11-23,2024-11-23 05:00:00,5.0,medium,175.0,,False,
405,T-0079ed,2023-06-13,2023-06-13 03:00:00,3.0,urgent,125.0,,False,
406,T-69e92c,2023-09-27,2023-09-28 22:00:00,46.0,medium,114.0,3.0,,
407,T-e3d7af,2024-11-13,2024-11-15 06:00:00,54.0,low,157.0,,False,
408,T-f708b2,2023-10-11,2023-10-11 11:00:00,11.0,low,177.0,3.0,False,
409, T-b2b3fd    ,2024-03-19,2024-03-20 02:00:00,26.0, high    ,132.0,3.0,True,
410,,2023-11-29,2023-11-29 20:00:00,20.0,urgent,14.0,5.0,False,
411,T-b78a44,2023-09-27,2023-09-28 08:00:00,,medium,103.0,4.0,False,
412,T-194946,2023-08-10,2023-08-11 08:00:00,32.0,low,173.0,,False,
413,T-cbfee6,2023-06-11,2023-06-13 04:00:00,52.0,high,173.0,,False,
414,T-ea7839,2024-03-17,2024-03-18 00:00:00,24.0,low,58.0,3.0,False,
415,T-32CB13,2023-06-14,2023-06-14 15:00:00,15.0,urgent,146.0,4.0,False,
416,T-88d5fe,2024-01-14,2024-01-15 17:00:00,41.0,,59.0,,False,
417,t-a80500,2023-01-16,2023-01-17 05:00:00,29.0,MEDIUM,74.0,3.0,,
418,,2023-09-21,2023-09-22 19:00:00,43.0,medium,71.0,,False,
419,,2023-01-27,2023-01-28 20:00:00,44.0,Urgent,55.0,4.0,False,
420,T-cc5da4,2023-08-07,2023-08-09 14:00:00,62.0,high,33.0,5.0,False,
421,T-387b29,2024-04-20,2024-04-21 20:00:00,44.0,low,83.0,,False,
422,T-86268f,2024-12-04,2024-12-06 12:00:00,60.0,low,176.0,3.0,False,
423,,2023-09-04,2023-09-06 20:00:00,68.0,low,117.0,5.0,False,
424,,2024-01-11,2024-01-14 00:00:00,72.0,high,107.0,5.0,False,
425,T-7c37e5,2024-12-10,2024-12-11 23:00:00,47.0,urgent,104.0,,False,
426,T-bd64bb,2023-04-25,2023-04-27 19:00:00,67.0,urgent,172.0,5.0,False,
427,T-6deaa1,,2023-07-02 05:00:00,53.0,high,19.0,,False,
428,T-1c52db,2023-01-04,2023-01-05 22:00:00,46.0,medium,90.0,,False,
429,T-be05b0,2024-08-15,2024-08-16 05:00:00,,urgent,27.0,,False,
430,T-ffd35f,2023-10-15,2023-10-17 10:00:00,58.0,urgent,106.0,,False,
431,T-d15fe8,2024-03-15,2024-03-17 19:00:00,67.0,high,,4.0,False,
432,T-742fdb,2024-11-17,2024-11-17 23:00:00,23.0,urgent,120.0,3.0,False,
433,T-b45de1,2023-07-11,2023-07-11 11:00:00,11.0,high,70.0,,False,
434,T-0c38ce,2024-11-30,2024-12-01 03:00:00,27.0,urgent,79.0,,False,
435,T-1f01f6,,2023-12-12 12:00:00,12.0,urgent,46.0,4.0,False,
436,T-5b2010,2024-04-18,2024-04-18 14:00:00,14.0,medium,149.0,3.0,False,
437,,2024-07-03,,70.0,low,80.0,4.0,False,
438,T-a7ce4a,2023-07-01,2023-07-01 19:00:00,,,124.0,,False,
439,T-d6c9b1,2024-02-09,2024-02-09 01:00:00,1.0,high,,5.0,False,
440, T-8206e8    ,2024-06-17,2024-06-18 14:00:00,38.0,low,86.0,,False,
441,T-fd832d,2023-02-11,2023-02-11 04:00:00,4.0,,107.0,,,
442,T-3c6a06,,2024-02-03 21:00:00,21.0,urgent,132.0,4.0,False,
443,T-bdc427,2023-01-23,2023-01-25 18:00:00,66.0,high,79.0,,False,
444,T-d4a251,2023-01-10,2023-01-10 15:00:00,15.0,urgent,127.0,3.0,False,
445,T-d57ae7,2023-06-11,2023-06-11 17:00:00,17.0,low,110.0,5.0,False,
446,T-8a7eca,2023-10-24,2023-10-26 20:00:00,68.0,,132.0,5.0,False,
447,T-5Df251,2023-10-06,2023-10-08 04:00:00,52.0,,139.0,,False,
448,T-967ccc,2023-12-28,,,urgent,144.0,4.0,False,
449,,2023-06-10,2023-06-12 11:00:00,59.0,,95.0,,False,
450,T-9b7b66,2023-06-24,2023-06-24 21:00:00,21.0,high,77.0,5.0,False,
451,T-4b2c43,2024-04-07,2024-04-08 23:00:00,47.0,medium,,3.0,False,
452,T-eeae26,2023-11-24,2023-11-26 12:00:00,60.0,,104.0,,False,
453,,2023-06-24,2023-06-25 19:00:00,43.0,high,133.0,3.0,False,
454,T-c8d035,2024-10-29,2024-10-29 12:00:00,12.0,high,53.0,,False,
455,T-686725,2024-03-23,2024-03-25 02:00:00,,medium,,,False,
456,T-926c1c,2024-05-13,2024-05-14 12:00:00,36.0,medium,119.0,5.0,False,
457,T-fcd24e,2024-12-05,2024-12-05 22:00:00,22.0,high,27.0,5.0,False,
458,T-6db04f,2023-07-06,2023-07-08 12:00:00,60.0,urgent,46.0,,False,
459,T-f0e463,2023-12-04,2023-12-06 22:00:00,70.0,low,75.0,5.0,False,
460,T-d89dd4,,2023-11-08 17:00:00,41.0,urgent,64.0,5.0,False,
461,T-ad83da,2023-10-18,2023-10-18 21:00:00,21.0,urgent,91.0,,False,
462,T-c8c1c0,2023-07-28,2023-07-28 14:00:00,14.0,low,25.0,,False,
463, T-8402a1    ,2023-04-25,2023-04-25 08:00:00,8.0,low,122.0,,False,
464,T-d5bbc8,2023-08-13,2023-08-13 11:00:00,11.0,medium,19.0,,False,
465,T-d370a4,2023-12-23,2023-12-25 06:00:00,54.0,urgent,118.0,5.0,True,
466,T-fd84fa,2023-03-16,2023-03-17 06:00:00,30.0,,,3.0,False,
467,T-145a95,2023-03-01,2023-03-02 10:00:00,34.0,medium,144.0,5.0,False,
468,T-80284c,2023-08-24,2023-08-26 02:00:00,50.0,urgent,64.0,3.0,,
469,T-0d0582,2024-02-13,2024-02-15 05:00:00,53.0,medium,5.0,,False,
470,T-b03205,2023-05-29,2023-05-30 23:00:00,47.0,urgent,40.0,3.0,False,
471,T-935cb7,2024-08-14,2024-08-16 03:00:00,51.0,high,21.0,4.0,False,
472,T-89db4e,2023-08-31,2023-09-02 15:00:00,63.0,medium,132.0,,False,
473,T-787a34,2024-03-06,2024-03-06 12:00:00,12.0,high,147.0,,False,
474,T-c0b6ed,2024-07-27,,55.0,urgent,30.0,3.0,False,
475,T-50b851,2023-12-26,2023-12-28 00:00:00,48.0,low,42.0,4.0,False,
476,T-c98c9f,2024-02-28,2024-02-28 20:00:00,20.0,,68.0,,False,
477,T-b5f0d3,2023-10-02,2023-10-02 20:00:00,20.0,high,28.0,4.0,False,
478,T-699109,2024-05-14,2024-05-15 10:00:00,34.0,urgent,54.0,,False,
479,T-9bde67,2023-09-30,2023-10-02 11:00:00,59.0,high,59.0,4.0,False,
480,T-fcedc6,2024-04-13,2024-04-14 13:00:00,,,33.0,4.0,False,
481,T-f7d63c,2024-10-29,2024-10-30 20:00:00,44.0,urgent,4.0,4.0,False,
482,T-d62751,,2024-12-02 01:00:00,1.0,,167.0,,,
483,,2024-04-19,2024-04-21 03:00:00,,,53.0,,False,
484,T-8384cf,,,13.0,low,95.0,,False,
485,T-05fd42,2024-08-24,2024-08-25 14:00:00,38.0,urgent,38.0,4.0,False,
486,,2023-04-02,2023-04-03 00:00:00,24.0, high    ,133.0,4.0,False,
487,,2024-11-24,2024-11-25 03:00:00,27.0,low,6.0,,False,
488,,2024-07-17,2024-07-18 03:00:00,27.0,urgent,49.0,5.0,False,
489,T-6ea0dd,2024-02-08,2024-02-08 04:00:00,4.0,low,87.0,4.0,False,
490,T-7fd978,2023-12-26,2023-12-26 10:00:00,10.0,urgent,8.0,,False,
491,T-621fb8,2024-04-19,2024-04-20 12:00:00,36.0,,135.0,,False,
492,T-adcdc9,2023-06-12,2023-06-14 23:00:00,71.0,urgent,25.0,4.0,False,
493,T-6d98ab,2023-12-22,2023-12-23 22:00:00,46.0,high,124.0,,False,
494,,2023-12-18,2023-12-20 21:00:00,69.0,high,169.0,5.0,True,
495,T-c6dcaf,2023-03-18,2023-03-20 15:00:00,63.0,low,24.0,,False,
496,T-4bf7c6,2024-08-15,2024-08-15 04:00:00,4.0,low,171.0,4.0,False,
497,T-7dfa96,2023-09-12,2023-09-14 16:00:00,64.0,low,98.0,,False,
498,T-22b4a9,2024-09-18,2024-09-20 10:00:00,58.0,,48.0,3.0,False,
499,T-bf0575,2023-04-10,2023-04-12 11:00:00,59.0,high,125.0,5.0,False,
500,T-0ca62f,2023-08-31,2023-09-01 05:00:00,29.0,urgent,114.0,5.0,False,
501,T-20c0bf,2023-04-23,2023-04-25 16:00:00,64.0,urgent,30.0,5.0,False,
502,T-1C2C18,2024-03-28,2024-03-30 08:00:00,56.0,,122.0,,False,
503,T-e07558,2024-04-27,2024-04-27 14:00:00,14.0,urgent,31.0,3.0,False,
504,T-d6be94,2023-05-05,2023-05-07 09:00:00,57.0,,125.0,,False,
505,T-e6c083,2024-05-16,2024-05-17 18:00:00,,high,81.0,5.0,False,
506,T-134bb9,2024-11-23,2024-11-23 07:00:00,7.0,medium,44.0,5.0,False,
507,T-118f13,2024-09-05,2024-09-06 08:00:00,32.0,high,109.0,5.0,False,
508,T-956203,2023-11-06,2023-11-08 19:00:00,67.0,high,30.0,4.0,False,
509,,2023-07-12,2023-07-14 02:00:00,50.0,,108.0,3.0,False,
510,T-897033,2023-08-07,,63.0,urgent,157.0,3.0,False,
511,T-f14a3d,2023-04-13,2023-04-13 13:00:00,13.0,urgent,123.0,,False,
512,,2023-07-23,2023-07-24 17:00:00,41.0,high,89.0,5.0,False,
513,T-2fee89,2024-01-25,2024-01-26 03:00:00,27.0,,124.0,4.0,False,
514,T-14ab7d,2023-02-20,2023-02-21 01:00:00,25.0,medium,63.0,5.0,False,
515,T-c9394b,2024-04-09,2024-04-09 06:00:00,6.0,medium,99.0,,False,
516,T-7b4c85,2023-07-26,2023-07-28 16:00:00,64.0,urgent,18.0,,False,
517,T-ab2c55,2023-08-18,2023-08-19 18:00:00,42.0,medium,,3.0,False,
518,T-11b816,2024-09-07,2024-09-07 02:00:00,2.0,urgent,180.0,3.0,False,
519,t-d51f64,,2024-08-30 12:00:00,60.0,,30.0,,False,
520,,,,32.0,medium,132.0,4.0,False,
521,T-9a1036,2023-01-24,2023-01-25 07:00:00,31.0,,51.0,5.0,False,
522,,2023-01-06,2023-01-06 11:00:00,11.0,Low,30.0,5.0,False,
523,T-9d4edb,,2023-06-11 05:00:00,53.0,low,,,False,
524,T-2ca992,2024-08-17,2024-08-18 20:00:00,44.0,high,28.0,,False,
525, T-d9cb01    ,2024-03-23,2024-03-25 10:00:00,58.0,urgent,104.0,,False,
526,T-3fd10a,2024-05-14,2024-05-15 15:00:00,39.0,,29.0,,False,
527,,2023-10-05,2023-10-08 00:00:00,72.0,high,160.0,3.0,False,
528,T-16968a,2024-10-10,2024-10-11 05:00:00,29.0,medium,54.0,,False,
529,T-a65a71,,2024-04-03 06:00:00,54.0,medium,43.0,5.0,,
530,T-c28542,2024-07-18,2024-07-20 04:00:00,52.0,medium,32.0,4.0,False,
531,T-f3737d,2023-05-01,2023-05-01 09:00:00,9.0,low,100.0,4.0,False,
532,T-fb84f7,2024-10-25,2024-10-27 21:00:00,69.0,,90.0,5.0,False,
533,T-4db8d5,2024-11-24,2024-11-26 03:00:00,51.0,urgent,119.0,5.0,False,
534,T-9fc75b,,2023-12-08 06:00:00,54.0,high,173.0,5.0,False,
535,T-274882,2023-01-03,2023-01-04 08:00:00,32.0,medium,89.0,5.0,False,
536,T-8444c1,2023-09-16,2023-09-18 23:00:00,71.0,medium,114.0,4.0,False,
537,T-d82bc4,2023-08-25,2023-08-26 01:00:00,25.0,,152.0,,True,
538,T-604490,2024-09-13,2024-09-15 10:00:00,58.0,low,115.0,4.0,False,
539,T-55Edb1,2023-01-05,2023-01-06 06:00:00,30.0, medium    ,87.0,5.0,False,
540,T-466dab,2023-03-26,2023-03-28 16:00:00,,urgent,38.0,5.0,False,
541,T-dd5960,2024-01-22,2024-01-22 13:00:00,13.0,urgent,73.0,,True,
542,T-ef33cf,2024-01-26,2024-01-27 00:00:00,24.0,medium,16.0,,False,
543,T-d8aafb,,2024-10-07 06:00:00,54.0,low,91.0,,False,
544,T-a14a68,2023-08-15,2023-08-17 16:00:00,64.0,high,38.0,3.0,False,
545,T-0e6900,2023-02-28,2023-03-01 06:00:00,30.0,medium,20.0,,False,
546,t-5e66ab,2023-01-26,2023-01-26 19:00:00,19.0, urgent    ,180.0,4.0,False,
547,T-a5e537,,2023-04-24 14:00:00,62.0,high,176.0,3.0,False,
548,,2023-12-23,2023-12-23 19:00:00,19.0,medium,42.0,,False,
549,T-e2d68e,2023-04-27,2023-04-29 21:00:00,69.0,high,14.0,,False,
550,T-f6909c,,2023-05-19 23:00:00,47.0,medium,9.0,5.0,False,
551,T-154975,2023-07-16,2023-07-17 13:00:00,37.0,,70.0,,False,
552,T-2b6bb1,2024-02-20,2024-02-22 20:00:00,68.0,high,33.0,4.0,False,
553,T-95452e,2023-08-09,2023-08-11 09:00:00,57.0,urgent,61.0,,False,
554,T-da0863,2023-12-30,2023-12-30 22:00:00,22.0,high,2.0,5.0,False,
555,T-65d099,2024-02-09,2024-02-11 22:00:00,70.0,urgent,81.0,,False,
556,T-5ceddb,2024-07-10,2024-07-10 03:00:00,3.0,medium,173.0,4.0,False,
557,T-4579d9,2023-06-23,2023-06-24 05:00:00,29.0,medium,57.0,5.0,False,
558,T-4669d1,2024-03-08,2024-03-09 06:00:00,30.0,low,101.0,3.0,False,
559,T-1acc04,2023-08-08,2023-08-08 19:00:00,19.0,high,,,False,
560,T-284720,2024-04-11,2024-04-11 01:00:00,,low,93.0,3.0,False,
561,T-20d740,2024-02-02,2024-02-03 14:00:00,38.0,medium,119.0,,False,
562,T-df87ef,2023-03-03,2023-03-05 20:00:00,68.0,high,7.0,5.0,False,
563,T-9def1e,2023-02-23,2023-02-23 04:00:00,4.0,high,18.0,4.0,False,
564,T-0bc38a,2023-07-08,2023-07-08 19:00:00,19.0,LOW,159.0,5.0,False,
565,T-0de7f1,2024-09-22,2024-09-23 01:00:00,25.0,low,172.0,,,
566,T-d4805c,2023-06-22,2023-06-22 16:00:00,16.0,low,42.0,,False,
567,,2023-04-01,2023-04-03 19:00:00,67.0,high,133.0,,False,
568,T-73D14F,2023-08-22,,61.0,,142.0,4.0,False,
569, T-035748    ,2023-09-25,2023-09-27 08:00:00,,Urgent,133.0,4.0,False,
570,T-b918db,2024-05-08,2024-05-08 21:00:00,21.0,low,162.0,5.0,False,
571,T-3cdeb2,,2024-09-11 17:00:00,65.0,medium,88.0,,False,
572,T-7309d6,2024-04-18,2024-04-19 19:00:00,43.0,medium,43.0,,,
573,T-2795e4,2024-12-20,2024-12-22 21:00:00,69.0,low,81.0,3.0,False,
574,T-a32dd4,2024-04-27,2024-04-28 03:00:00,27.0,high,13.0,,False,
575,T-e41843,2023-07-22,2023-07-23 06:00:00,,high,119.0,4.0,False,
576,T-81a9e7,2024-02-27,2024-02-28 19:00:00,43.0,medium,108.0,4.0,False,
577,T-38714f,2024-12-25,2024-12-25 07:00:00,7.0,high,63.0,,False,
578,T-322072,2023-02-17,2023-02-18 11:00:00,35.0,high,130.0,,False,
579,T-99b0b8,2023-10-17,2023-10-19 11:00:00,59.0,low,148.0,3.0,False,
580,T-98be51,2024-07-07,2024-07-09 22:00:00,70.0,medium,13.0,4.0,False,
581,,2024-09-17,2024-09-19 09:00:00,57.0,high,81.0,4.0,False,
582,T-0a3847,2024-10-04,2024-10-04 09:00:00,9.0,medium,20.0,,True,
583,T-6dbff1,2024-05-27,2024-05-29 04:00:00,52.0,medium,11.0,3.0,True,
584,T-8be779,2023-10-26,2023-10-26 21:00:00,21.0,low,5.0,,False,
585,T-791dc9,2023-03-29,2023-03-30 20:00:00,44.0,low,127.0,,False,
586,T-b25f66,2023-12-17,2023-12-19 03:00:00,51.0,low,104.0,4.0,False,
587,T-992cf9,2024-12-14,2024-12-14 16:00:00,16.0,,21.0,4.0,False,
588,T-d72e3b,2024-11-15,2024-11-15 05:00:00,5.0,medium,34.0,3.0,,
589,,2023-10-19,2023-10-19 17:00:00,17.0,urgent,125.0,,False,
590,T-c5ffb0,2024-05-27,2024-05-28 13:00:00,37.0,urgent,139.0,,False,
591,T-cb3efb,2023-09-16,2023-09-16 19:00:00,19.0,high,28.0,5.0,False,
592,T-885f5b,2023-08-08,2023-08-08 13:00:00,13.0,low,141.0,4.0,False,
593,T-a45f3e,2024-02-11,2024-02-12 21:00:00,45.0,urgent,174.0,4.0,False,
594,,2024-12-29,2024-12-30 00:00:00,24.0,medium,46.0,4.0,False,
595,T-ddf662,2024-01-14,2024-01-15 09:00:00,,high,66.0,,False,
596,T-210819,2024-09-13,2024-09-13 11:00:00,11.0,medium,87.0,4.0,False,
597,T-416fb5,2023-11-10,,24.0,medium,114.0,3.0,False,
598,T-7cdb82,2023-04-26,2023-04-28 23:00:00,71.0,medium,37.0,4.0,,
599,,2024-07-19,2024-07-20 02:00:00,26.0,,145.0,,False,
600,T-45239b,2024-10-28,2024-10-30 17:00:00,65.0,high,29.0,,False,
601,T-a61785,,2023-04-05 11:00:00,59.0,urgent,17.0,,False,
602,T-112307,2023-10-12,2023-10-14 08:00:00,56.0,urgent,37.0,5.0,,
603,T-8a14a4,2023-11-19,,61.0,,128.0,3.0,False,
604,T-4cf1f9,2024-12-29,2024-12-29 14:00:00,14.0,urgent,125.0,,,
605,T-ae29f6,2023-09-12,2023-09-13 21:00:00,45.0,high,176.0,,False,
606,T-a5de10,2024-06-03,2024-06-04 12:00:00,36.0,medium,98.0,4.0,False,
607,T-1ab00a,2024-01-25,2024-01-27 04:00:00,52.0,low,30.0,,False,
608,T-1B7DB9,2024-05-05,2024-05-06 16:00:00,40.0,low,145.0,5.0,False,
609,T-2b2d2d,2024-01-21,2024-01-23 07:00:00,55.0,medium,40.0,3.0,False,
610,T-66d5a0,2024-03-01,2024-03-01 17:00:00,17.0,urgent,153.0,,False,
611,T-056486,2023-05-01,2023-05-02 10:00:00,34.0,medium,7.0,,False,
612,T-afa224,2024-05-23,2024-05-25 10:00:00,58.0,urgent,,,False,
613,,2023-08-02,2023-08-02 11:00:00,11.0,urgent,32.0,,False,
614,T-abeb65,2024-07-07,2024-07-09 07:00:00,55.0,low,10.0,,False,
615,T-c16052,2023-09-14,2023-09-15 22:00:00,46.0,high,70.0,,False,
616,T-5fff6a,2024-08-02,2024-08-03 00:00:00,24.0,,169.0,,False,
617,,2023-05-18,2023-05-18 07:00:00,7.0,HIGH,36.0,,False,
618,,2023-02-27,2023-03-01 20:00:00,68.0,low,26.0,5.0,False,
619,T-921bf4,2024-06-10,2024-06-11 03:00:00,27.0,medium,109.0,,False,
620,,2024-12-12,2024-12-14 19:00:00,67.0,,57.0,3.0,False,
621,T-c59e1a,2024-10-20,2024-10-21 13:00:00,37.0,low,127.0,3.0,False,
622,T-abd0a8,2024-11-30,2024-11-30 01:00:00,,high,107.0,3.0,False,
623,T-1e6dde,2024-05-05,2024-05-06 16:00:00,40.0,urgent,89.0,,False,
624,T-94b38c,2023-09-28,2023-09-29 02:00:00,26.0,high,128.0,,False,
625,T-399E29,2024-02-25,,, high    ,67.0,,,
626,T-8fd002,2023-03-30,2023-04-01 00:00:00,48.0,low,,4.0,False,
627,T-7bb8d5,2024-09-03,2024-09-04 09:00:00,33.0,medium,50.0,4.0,False,
628,T-e062e2,2024-08-19,2024-08-20 15:00:00,39.0,high,106.0,3.0,,
629,T-880bce,2024-05-16,2024-05-18 23:00:00,71.0,low,,4.0,False,
630,T-7b09d9,2024-01-09,2024-01-09 09:00:00,9.0,high,162.0,5.0,False,
631,T-306781,2023-12-05,,57.0,medium,21.0,,False,
632,T-9e2480,,2024-08-26 22:00:00,70.0,high,26.0,,False,
633,,,2024-03-09 19:00:00,19.0,low,44.0,3.0,False,
634,T-b60d4d,2024-02-01,2024-02-03 04:00:00,,high,20.0,5.0,False,
635,T-e33b60,2024-02-26,2024-02-28 05:00:00,53.0,low,23.0,3.0,False,
636,T-44e08c,2024-12-14,2024-12-16 02:00:00,,medium,101.0,,False,
637,T-8C6169,2023-07-14,2023-07-14 07:00:00,7.0,high,135.0,3.0,False,
638,T-baf332,2023-01-09,2023-01-09 18:00:00,18.0,medium,98.0,,False,
